name,time,stars,reviews
Arham Zubair,4 years ago, 5 stars ,"Hey Fan Xie, we really thank you for your excellent 5-star review! We are very happy that you have such a great experience and you feel this way every time in our coffee shop! Looking forward to meeting you once again! Good day!"
SriHarsha Bolisetti,4 years ago, 5 stars ,"(Translated by Google) delicious coffee! The atmosphere is good.

(Original)
맛있는 커피! 분위기가 좋다."
Iyiope Jibodu,4 years ago, 5 stars ,"Hey Bella, thank you very much for your nice review! Hope to see you again soon at our coffee shop! Good day!"
P Liaw,4 years ago, 4 stars ,Best mocha I've ever had
Milena Dobreva,4 years ago, 5 stars ,"Dear Trevor, thank you so much for your 5-star review, and for sharing your nice picture with us! Couldn't be happier that you had your best mocha in our coffee shop! Can't wait to meet you again soon! Good day!"
Rod,4 years ago, 5 stars ,
Blair Beauchesne,4 years ago, 4 stars ,"Hey Phoenix, thanks a lot for your 5-star rating! Hope to see you again soon at our coffee shop!"
Ilya Kogan,4 years ago, 5 stars ,"Amazing place, really nice coffees!"
Martha Bourikos,4 years ago, 5 stars ,"Hey Marco, thank you so much for your amazing 5-star review! Can't wait to meet you once more at our coffee shop! Good day!"
André Valgrande,4 years ago, 5 stars ,"Nice place! Very many fancy different coffee varieties and methods of preparation. A bit pricey, and definitely not the place to go for just a simple cup of coffee, but if you like all the fancy variation and showmanship on the preparation of coffee, check it out!"
Layal Gaber,4 years ago, 5 stars ,"Hey Yuri, thank you very much for giving us your review. Our passion for specialty coffee is what drive us to keep exploring the constantly evolving world of coffee. Can't wait to meet you and help you discover the flavours and aromas that suit best your taste preferences. Good day!"
Susie M,4 years ago, 5 stars ,
Tracy Gaudet,4 years ago, 5 stars ,Hello Joe! Thank you so much for your 5-star rating! See you again soon at our coffee shop!
Christopher Ketelaars,4 years ago, 3 stars ,"Great coffee, terrible service. If you're not a coffee afficiando, don't let them know it unless you want to be judged by a pretentious barrista. Never been so embarrassed to order a cup of coffee in my life."
Dmitry Chilov,4 years ago, 5 stars ,"Hello Hallie! Thank you for taking the time to give us your review. Our true apologies for having this unpleasant experience. We do believe it was a misunderstanding though. Please next time mention anything that fails your expectations to our store manager, so we can sort it out. Hope to have the chance to see you once more at our coffee shop, and have a great experience this time! Good day!"
chanik Jo,4 years ago, 5 stars ,Great place for a to go coffee or a quiet study session. Coffee Island has been my go to spot for months now! Their state of the art coffee and pastries are borderline addicting! Staff and manager have always been very friendly and never fail to make great conversation.
Adrià Romero López,4 years ago, 5 stars ,"Dear layal, we're very thankful for your great review, and really happy that you have a great experience in our coffee shop all the time. Always a pleasure to have you at our coffee shop! Good day!"
Jeffrey Zhong (Chu Chu Train),4 years ago, 5 stars ,
Matt Preston,4 years ago, 5 stars ,Hello Waqas! Thank you so much for giving us a 5-star rating! Can't wait to welcome you again soon at our coffee shop.😊
Pankaj Dubey,4 years ago, 5 stars ,Nice place when you walk in. Didn't have the best experience. My Americano wasn't that great
Renato Degelo,4 years ago, 5 stars ,"Hello Rebecca, thank you for taking the time to give us your valuable feedback. We will take your comment into careful consideration, as our ultimate goal is to offer all our guests a unique coffee experience. It would be really helpful next time to mention anything that falls your expectations to any available team member, so we can sort it out on the spot. Hope to have the chance to see you again soon at our coffee shop.😊"
Χρήστος Π. Κωνσταντινόπουλος,4 years ago, 5 stars ,"I really enjoy visiting this coffee shop. The latte is creamy and not too bold, and also very reasonably priced compared to other shops in the area. The pastries are delicious as well, especially the blueberry scone and the cookies."
Keiron Kozy,4 years ago, 5 stars ,"Dear Kyla, we really appreciate you taking the time to give us such a great review! We always strive to offer all our guests a unique coffee experience, and it really makes us happy that you enjoy our coffee and food choices so much. Looking forward to meeting you again soon at our coffee shop.😊"
Lucy Sevington,4 years ago, 5 stars ,
Brandon Cook,4 years ago, 5 stars ,"Hey Victor, thanks a lot for giving us a 5-star rating! Can't wait to meet you again soon at our coffee shop😊"
Reem S,4 years ago, 5 stars ,If you love coffee this is a place for you to go
Diana,4 years ago, 5 stars ,"Hey Mark, thank you so much for your nice review! Can't wait to see you again soon at our coffee shop.😊"
Mak Jones,4 years ago, 5 stars ,
San Veliz,4 years ago, 5 stars ,"Hello Christian! Thanks you for giving us your rating. Our passion is to always offer a unique coffee experience, and thus it would be really helpful to give us your valuable feedback. Hope to see you again soon at our coffee shop."
Katherine Hill,4 years ago, 2 stars ,
Victoria Figueroa,4 years ago, 5 stars ,"Hey Wonhyo, thank you so much for giving us a 5-star rating! Can't wait to see you again soon at our coffee shop!"
Mohammad Mulla,4 years ago, 4 stars ,"Hip and cute, this establishment has a proper appreciation for coffee! Some of the apparatuses are beyond my coffee scope, but definitely shows their dedication to the art of a solid cup of caffeine"
Grigorios Kagias,4 years ago, 5 stars ,"Dear Katheryn, we really appreciate you taking the time to give us your nice 5-star review! Our passion for specialty coffee is what drives us to keep exploring the evolving world of coffee. Looking forward to meeting you again soon at our coffee shop, and showing you various brewing methods, as well as Single Estate coffees. Good day!"
Laura Wise,4 years ago, 5 stars ,"Had coffee from here thrice now. Absolutely love their house blend ( had it in a latte) . Their sandwiches are pre made but still delicious!.

Croque was good. The ham and cheese baguette is delicious! Had it twice!

Ps: 2 out of 3 times I had it delivered to me and the coffee and food were still great!"
Aleksandra Wendt,4 years ago, 5 stars ,"Hello Vikram, thank you so much for your excellent review and for your kind words! We're really glad you enjoyed our coffee and food choices all the time. Have you tried our Single Estate coffees yet? Looking forward to meeting you again soon at our coffee shop! Good day!😊"
alessandra granato,4 years ago, 5 stars ,Amazing coffee. Space kind of crowded. We couldn't sit and had to stand.
Meghan Young,4 years ago, 4 stars ,"Hey Dorothy, thank you for giving us your review. Really glad you liked our coffee. Apologies for having to stand though. Good news is that from spring on, and weather permitting, there will be more seating available outside. 😊"
UV,4 years ago, 4 stars ,Great coffee and great place to study on the weekends!
clickBAEt,4 years ago, 4 stars ,"Hello Michaela, thank you very much for your 5-star rating and very kind review. Can't wait to meet you again soon at our coffee shop. 😊"
Elizabeth H.,4 years ago, 5 stars ,Lovely cafe :) Here makes me feel peaceful and calm.
Carla Salvosa,4 years ago, 4 stars ,"Dear Sachie, thank you so much for your super nice review! Really glad that you have such a good time in our cafe! Looking forward to meeting you again at our coffee shop! 😊"
Taylor Young,4 years ago, 4 stars ,
Margaret Lau,4 years ago, 5 stars ,Hello Esteban! Thank you very much for your 5-star rating! Hope to see you again soon at our coffee shop!
Rafael Marinez,4 years ago, 4 stars ,
Patrick Pereira,4 years ago, 4 stars ,Hey Nick H. thank you so much for your 5-star rating! Can't wait to meet again at our coffee shop!😄
Chaotic Monk,4 years ago, 5 stars ,
Elizabeth Cytko,4 years ago, 4 stars ,Hello Joyce! Thank you very much for your 5-star rating! Hope to see you again soon at our coffee shop.
Unmanagable,4 years ago, 4 stars ,Nice service
Mayra Hidalgo,4 years ago, 5 stars ,Hello Sebastien and thank you very much for your nice review! Our passion is to offer all our guests a unique coffee experience. Hope to meet you again soon at our coffee shop.
Heeyoung Choo,4 years ago, 5 stars ,
Jasper Lam,4 years ago, 4 stars ,Hello Mohsen! Thanks a lot for your 5-star rating! Hope to see you again soon at our coffee shop!😊
Max Wei,4 years ago, 5 stars ,"Decent coffee, usual downtown coffee price (~$5) for an espresso based drink. Cozy small space with a decent amount of seating."
Rachana Varghese,4 years ago, 5 stars ,Hello Josephine! Thanks a lot for taking the time to give us your review. Have you checked our latest Single Estate selection yet? We would be more than happy to welcome you once again and help you discover the coffee that satisfies best your taste preferences.
Leslie,4 years ago, 5 stars ,
Kelly Smith,4 years ago, 4 stars ,Hello Jona! We really thank you for giving us your rating. Can't wait to meet you again at our coffee shop.
Selena Doner,5 years ago, 5 stars ,
David Big-Canoe,5 years ago, 5 stars ,"Hey Adi, many thanks for giving us a 5-star rating. Looking forward to meeting you again soon at our coffee shop. 😊"
julian xatia,5 years ago, 5 stars ,
Max Park,5 years ago, 5 stars ,"Hello Emile! Thank you for giving us your rating. As we always strive to offer a unique coffee experience to all our guests, we would like to know what we could do better to earn your 5-star rating. We hope to welcome you again at our coffee shop. 😊"
jed thomson,5 years ago, 5 stars ,"Pricey without any reason.
They need to offer better customer service, or a lounge like comfortable seating to justify the higher prices.

The place is crammed so you feel rushed."
Rochelle D'souza,5 years ago, 5 stars ,Hello Supreet! Thank you so much for your review. We really appreciate and take into consideration every kind of feedback as we constantly strive to offer a unique coffee experience to all our guests. We totally understand that the price is important to you as it is to us. We always try to offer a top quality cup of coffee through a never ending process of exploring and sourcing the best coffee beans. We would be more than happy to welcοme you back soon at our coffee shop!
Dorin Newton,5 years ago, 5 stars ,
Samuel Oduneye,5 years ago, 4 stars ,Hello Evan! Thanks a lot for your 5-star rating! Hope to see you again soon at our coffee shop.
Maeve Palmer,5 years ago, 5 stars ,
Jennifer Lumsden,5 years ago, 5 stars ,Hello Aslıhan! Thanks a lot for your 5-star rating! See you again at our coffee shop 😊
Andrew Sharpe,5 years ago, 5 stars ,"I am regular here and for a reason. They're mocha is superb and very heartwarming. Its like an internal hug. They're cookies and peach pastry are perfect to pair with their drinks. They change their coffee bean selection bi weekly, so it's never monotonous. Maria, the owner, is almost always there and that's a testament to how well the quality of their products are maintained."
John Kliamenakis,5 years ago, 5 stars ,"Dear Yasmina, we're very grateful for your super kind review! We are proud to offer our guests the opportunity to enjoy unique specialty coffee along with the warm atmosphere of our coffee shop. We're very glad that you have the best time in our coffee shop. Have you discovered our latest limited edition Single Estate selelction yet? Looking forward to meeting you again soon at our coffee shop. Good day!"
Berry Sit,5 years ago, 5 stars ,Love this place! Staff is very friendly. I am a regular there and always have my hazelnut mocha which is always made to the same great standards. Never had a bad coffee there yet. Their baked good are always fresh and delicious. Would definetly recommend this place to any coffee lover.
Mariana,5 years ago, 4 stars ,Hello Shadi! We really appreciate you taking the time to give us your so nice 5-star review! We trade directly with our coffee farmers and are involved at every stage of our ‘bean to cup’ process and we train every single staff member to create the very best tasting coffee. This way we ensure that the enjoyment of our coffee is a unique experience found nowhere. Have you tried yet our latest Single Estate selection? Can't wait to meet you again soon at our coffee shop and help you discover new exciting flavours and aromas. Good day!😊
Lika Rusliana,5 years ago, 5 stars ,They have a student discount and it's literally the only place in Toronto where I feel confident that I'll enjoy my coffee every time I order one. They don't miss. I love going there and I don't mind the detour. 10/10. I even have the points card. I don't know what it does yet but I'm sure it'll be good. True fan.
Pearl Jefcoat,5 years ago, 2 stars ,"Dear Rosemonde! We're very thankful for your heartwarming 5-star review and for sharing the word! Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee. Creating custom and exclusive tastes, our coffees and beverages choices make it possible to delight our guests with every visit to our coffee shop. Regarding your loyalty card, you earn 1 loyalty flower with any purchase and after selecting 60, you're entitled to 1 beverage or 100gr freshly ground coffee. We would be more than happy to help you discover the new exciting flavours and aromas of our latest Single Estate selection. 😊"
Mohammad Dahman,5 years ago, 5 stars ,"Nothing that special, my americano was was decent and they had a station to bag and roast beans in “bulk”. So wouldn’t return personally but I also hate routine so your mileage may vary.

Wifi was speedy, service was speedy, I like the rotating specialty coffees. Seating for maybe 15 people max so imo not a place to go with a big group to camp out and do work at. Seats don’t have backs, but there’s plugs!"
Draga Horvat,5 years ago, 5 stars ,Hello Helen! We really appreciate you taking the time to give us your review. We welcome every kind of feedback as we constantly strive to offer a unique coffee experience to each one of our guests. Did you know we changed our limited edition single estate selection last week ? We would be more than happy to meet you again soon and help you discover the coffee that satisfies best your taste preferences.
Jeroen Amin,5 years ago, 5 stars ,
J,5 years ago, 4 stars ,Hello Victor! Thank you very much for your 5-star rating! Hope to see you again soon at our coffee shop.
Bardia,5 years ago, 5 stars ,"Warm place , and the coffe is just amazing , the staff is very friendly as well"
Nadir Mawji,5 years ago, 5 stars ,Hi Βαγγελης Τσολακου! Thank you so much for your very good review and for sharing your picture with us! Can't wait to meet you once again at our coffee shop.
Elena Luzhanoffsky,5 years ago, 5 stars ,
Angela Z,5 years ago, 5 stars ,Hey Alex! Many thanks for your 5-star rating! See you again soon at our coffee shop!
PolumhxanosThanis,5 years ago, 5 stars ,"Try the Turkish coffee, Nitro coffee, ham and cheese croissants... Etc. They really care about making a good coffee!"
黃映晨,5 years ago, 5 stars ,"Hey Michael, thank you so much for your wonderful 5-star review and for sharing the word. Truth be told, we got a great passion for specialty coffee which drives us to keep exploring the constantly evolving world of coffee. Creating custom and exclusive tastes, our coffees, beverages and food choices make it possible to delight our guests with every visit to our coffee shops. Looking forward to seeing you again soon at our coffee shop."
Raglan Maddox,5 years ago, 2 stars ,Very nice place for coffee lovers. Great variety of coffee from different parts of the world. They also sell the whole coffee beans (or can grind for you). The ambient is nice but small. The food is also great. If it's not cold you can sit on the outside too.
Keenan Burnett,5 years ago, 4 stars ,Hello Ramón! We're extremely thankful for your excellent 5-star review! Did you know that we're going to launch our new single estate selection on 24 December? We would be more than happy to welcome you again soon at our coffee shop and help you discover new unique flavours and aromas.
Davey TEO,5 years ago, 5 stars ,
Liyun Xu,5 years ago, 4 stars ,Hello Chilia! Many thanks for giving us your rating. Hope to welcome you again soon at our coffee shop.
Owen Brunelle,5 years ago, 5 stars ,
Jared Drepaul,5 years ago, 4 stars ,Hello Nick! Thank you so much for your rating! See you again soon at our coffee shop!
elli efstathopoulou,5 years ago, 5 stars ,
Stephanie Alexiou,5 years ago, 4 stars ,Hi Kirill! Thank you so much for your 5-star rating! Can't wait to meet you again soon at our coffee shop!
Bradley Man,5 years ago, 5 stars ,
John smith,5 years ago, 2 stars ,Hello Imran! Thank you very much for giving us your rating! Hope to meet you again soon at our coffee shop.
Michael Xu,5 years ago, 5 stars ,Very cute and quaint coffee shop! I ordered their eggplant sandwich and the salted caramel brownie. Both were delicious. Would definitely come here again given their proximity to my workplace.
Lee Minu,5 years ago, 5 stars ,"Hello Freya! Thank you very much for taking the time to give us your wonderful review. Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee. Creating custom and exclusive tastes, our coffees, beverages and food choices make it possible to delight our guests with every visit to our coffee shops. Can't wait to meet you again soon at our coffee shop!"
Alwaleed Helmi,5 years ago, 4 stars ,It was okay
Ashley Hall,5 years ago, 4 stars ,"Hey Scatha, thanks a lot for your review! Hope to meet you again soon at our coffee shop!"
farzaneh satei,5 years ago, 4 stars ,The coffee here is exceptionally crafted unlike most coffee shop chains around the city.
mitch davis,5 years ago, 4 stars ,"Hello James, thank you very much foa taking the time to give us your 5-star review. Our ultimate goal is always to offer each one of our customers a unique coffee experience. We're very pleased that you had a good time at our coffee shop. Can't wait to see you again soon in our coffee shop!"
Alena Sukhina,5 years ago, 5 stars ,Great coffee and delicious treats! Had a wonderful experience! Definitely will be back!
Ian McKenzie,5 years ago, 5 stars ,Hi Youssef! Thank you so much for your 5-star review! Our ultimate goal is to always offer a unique coffee experience to each one of our guests. Can't wait to meet you again soon at our coffee shop.
Patricia Z,5 years ago, 5 stars ,Delicious
Josh Henderson,5 years ago, 5 stars ,Hello Gergő Rácz! Thank you very much for your 5-star review. Can't wait to meet you again soon at our coffee shop.
myz jed,5 years ago, 5 stars ,"Staff looked at me and turned my back when I walked in
Not sure what the hype is... espresso pulled way too quickly and it was the most sour thing Ive ever tasted"
JoAnn Chen,5 years ago, 4 stars ,"Hello Charlene, thank you so much for taking the time to give us your review.  We’re very sorry to learn that you didn’t enjoy your espresso. Please feel free next time to mention anything that fails your expectations to the manager or any other available team member so we can sort it out right there. Can’t wait to meet you again at Coffee Island 😊"
Evlyn Sanchez,5 years ago, 5 stars ,"Great and fast service, helpful staff."
Abdulrahman Alasmari,5 years ago, 5 stars ,Hey Vass E. thank you very much for your 5-star review! Looking forward to meeting again soon at our coffee shop!
Kate Whittaker,5 years ago, 5 stars ,I had to try the Greek coffee. The staff were very helpful and gave got advice. They even warmed up the Danish. The coffee would have been better except they staff suggested sugar.  Great experience as they cook the coffee in the sand pot which is on the front counter. It is small as other guides have suggested but they handle their business efficiently and things move fast.
Habib Bissoh,5 years ago, 4 stars ,"Dear Dean! Thank you so much for your wonderful 5-star review and for sharing your nice pictures with us! Our passion is to offer each one of our guests a unique coffee experience. Please next time, address anything that doesn't meet your taste preferences to any staff member, so they sort it out right there.
Can't wait to meet you again soon at our coffee shop!"
Nick Koh,5 years ago, 5 stars ,
Lee,5 years ago, 5 stars ,Hey Nikos! Many thanks for giving us your rating! Hope to welcome you again soon at our coffee shop!
Kostas Tsiotsias,5 years ago, 5 stars ,
Jonathan Lum,5 years ago, 5 stars ,Hi Nicole thank you so much for your 5-star rating! Hope to see you again soon at our coffee shop!
Elona Bregasi,5 years ago, 5 stars ,"Good coffee, good price"
Clint Walker,5 years ago, 5 stars ,Hello Rani I! Thanks a lot for your very nice 5-star review! Looking forward to meeting you again soon at our coffee shop!
Lisa Goddard,5 years ago, 5 stars ,
Rana Khayyat,5 years ago, 2 stars ,Hey sepideh saedi! Thank you very much for your 5-star rating! See you again soon at our coffee hsop!
Alex Sarah,5 years ago, 5 stars ,
Mikaeel Ghany,5 years ago, 2 stars ,Hello andrew L! Thanks a lot for your 5-star rating! Can't wait to meet you again soon!
Juhi S,5 years ago, 5 stars ,It’s average
Marcelo Magofke,5 years ago, 3 stars ,"Thank you MIchael for taking the time to give us your review. We would like to know how we could receive a 5-star rating, as our ultimate goal is to offer each one of our guests a unique coffee experience. Hope to welcome you again soon at our coffee shop!"
Gagan Batra,5 years ago, 5 stars ,They know coffee. They have a variety of coffee selection which can be brewed in different ways. I ordered the chemex(?) Which took 7 mins to make while my friend ordered the same coffee brewed in a different way. Interestingly enough the taste had a subtle difference. Very fascinating to visit at least once. Will be back though as they change up their coffee selections often.
Johnny B.,5 years ago, 5 stars ,"Dear Inae, we're really grateful for your excellent 5-star review! Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee. Also, our passion is to offer all our guests the perfect coffee that suits their particular taste profile. Can't wait to meet you again soon at our coffee shop!"
Rohit Nair,5 years ago, 5 stars ,Mediocre coffee.
Ehab Madokh,5 years ago, 4 stars ,"Hello Toby! Thank you very much for your giving us your review. Our passion is to offer all our guests a unique coffee experience. Thus, it would be very helpful to know what was the issue with your coffee. Please, feel free next time to address to our store manager anything that fails your expectations, so our team can sort it out. We hope to have the chance to welcome you back at our coffee shop!"
Joe Korkis,5 years ago, 2 stars ,"I had their Costa Rica blend and a butter croissant heated up. Their croissant is really good and breaks apart so nicely. The atmosphere itself is really unique. A little small for the amount of traffic they get. Definitely a good place but compared to other cafes I’ve tried, not a favourite. Still want to come back and try some different roasts!"
Orion,5 years ago, 3 stars ,"Hello Rasha! Thank you so much for giving us your review and for sharing your nice pictures. Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee. Creating custom and exclusive tastes, our coffees, beverages and food choices make it possible to delight our guests with every visit to our coffee shops. Can't wait to meet you again soon at our coffee shop!"
Niladri Sarker,5 years ago, 1 star ,
Michael Ohanian,5 years ago, 5 stars ,Hello Wasabi Woo! Thank you very much for giving us your review! Can't wait to meet you again at our coffee shop!
Noémie Pascual,5 years ago, 5 stars ,
Nik,5 years ago, 4 stars ,Hello Dominic! Thanks a lot for your 5-star rating! Hope to see you again soon at our coffee shop!
Stuart Lawler,5 years ago, 5 stars ,This place has improved a lot since it has opened in terms of customer service. The staff are a lot more attentive and professional than what it was when it orginally opened. Some of their drinks are really good but I had the ginger pumpkin latte recently was really bad.
Evan Lamberton,5 years ago, 5 stars ,"Hello Afsoun O! Thank you very much for taking the time to write your review. We have harnessed our expertise to create customized, exclusive aromas which allow us to cater to our guests' particular tastes and preferences. Sorry to hear that the ginger pumpkin didn't meet your expectations but please next time let us help you discover the perfect coffee that suits best your particular taste profile. Can't wait to meet you again in ou coffee shop. Good day!"
Keenan MacDonald,5 years ago, 3 stars ,One of the best coffees I’ve ever tried
Jack,5 years ago, 5 stars ,Hello Nadia! Thank you so much for your nice 5-star review and for sharing the word! We're really proud to offer all our guests the opportunity to enjoy unique specialty coffee along with the warm atmosphere of our coffee shop! Hope to meet you again soon at Coffee Island. Good day!
DJ Vandekas,5 years ago, 5 stars ,
Yannis Avdelas,5 years ago, 5 stars ,"Hello Domenic! Thank you for taking the time for giving us your rating. We would like to know what we could better to receive a 5-star rating, since our ultimate goal is to offer a unique coffee experience to each of our guests. Hope to meet you again soon at our coffee shop."
Ben McNamee,5 years ago, 5 stars ,Best beans in the city!
Millie B,5 years ago, 5 stars ,Hello Saima! Thank you very much for your 5-star review! Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee. Did you know you can now order your favourite specialty coffee beans online at www.coffeeisland.ca ? Hope to see you again soon at our coffee shop! Good day!
Matthew Lam,5 years ago, 5 stars ,
Ross Morgan,5 years ago, 4 stars ,Hello Joshua! Thank you very much for your 5-star rating! Hope to see you soon at our coffee shop! Good day!
Ayca,5 years ago, 5 stars ,Nice small coffee place. They serve some pastry and there's lots of beverage choices. There's a few seats in this coffee store but it can get crowded fast. Very comfortable and well kept location. I really enjoyed the dark roast coffee here ☕ .
John Valais,5 years ago, 5 stars ,Hello Evaldes! Many thanks for your nice review! We are proud to offer our guests the opportunity to enjoy unique specialty coffee along with the warm atmosphere of our coffee shop. Can't wait to see you again at our coffee shop. Good day!
Josy Mendonça,5 years ago, 5 stars ,
Paul Deng,5 years ago, 5 stars ,Hi Alejandro! Thank you so much for your 5-star rating! Hope to meet you again soon at our coffee shop!
Gi_shmoe,5 years ago, 4 stars ,
Cindy Basha,5 years ago, 2 stars ,Hello Aaron! Thank you very much for your 5-star rating! See you again soon at our coffee shop!
Jordan McGill,5 years ago, 5 stars ,
Abbey Kitane,5 years ago, 5 stars ,"Hey Steven, thanks a lot for your 5-star rating! Hope to see you again soon at our coffee shop!"
Tuktuk Islam,5 years ago, 5 stars ,
Lulu Li,5 years ago, 4 stars ,Hello Mina! Thank you so much for your rating! Hope to welcome you soon at our coffee shop!
Len Kay,5 years ago, 5 stars ,Fantastic cappuccino
Jeff Metz,5 years ago, 4 stars ,Hello Jonnhy99! Thank you so much for your 5-star review! Hope to welcome you again soon at our coffe shop!
Agni Chaitas Stefos,5 years ago, 5 stars ,"Coffee, food and patries are all excellent. worth 5 stars
But I feel really disappointed with the service. The young ladies at the counter always take my order incorrectly. They need to pay more attention to my asking such as ""to -go"" or ""not toasted""."
Veronika Mova,5 years ago, 5 stars ,"Dear ss ch, we really appreciate you taking the time to give us your 5-star review. Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee. Creating custom and exclusive tastes, our coffees, beverages and food choices make it possible to delight our guests with every visit to our coffee shops. Regarding the service, we're sure it was an isolated incident and that it won't happen again.
Looking forward to meeting you again at our coffee shop! Good day!"
Ahd Alkhunaizi,5 years ago, 4 stars ,
Andrew J. Chorny,5 years ago, 4 stars ,Hey Michael Thanks a lot for your 5-star rating! Hope to see you again soon at our coffee shop!
Josh MacDonald (SEO Channel),5 years ago, 5 stars ,
Graeme Cowlen,5 years ago, 5 stars ,Hello Amanda! Thank you very much for your 5-star rating! Can't wait to see you again soon at our coffee shop!
Ryan Monte,5 years ago, 4 stars ,
Nectaria Kladitis,5 years ago, 4 stars ,Hello Raghavender! Thank you very much for your 5-star rating! See you again soon at our coffee shop! Good day!
Dalal,5 years ago, 4 stars ,You should try a capuccino!
James Murray,5 years ago, 5 stars ,Hi Richard! Thanks a lot for your 5-star review. Hope to welcome you again soon at our coffee shop!
Dana Skalin,5 years ago, 3 stars ,
Vivian Ma,5 years ago, 5 stars ,Hey Fanis! Thanks a lot for your 5-star rating! Hope to see you again soon!
Sophia Antoniadis,5 years ago, 5 stars ,My go to for a morning coffee whenever I’m in Toronto
susie sioumkas,5 years ago, 5 stars ,"Hey Zenah, thank you so much for your 5-star review! We're really happy that you start your day in Coffee Island! See you again soon at our coffee shop!"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
