,cafe,street,user,time,stars,reviews,sentiment,language,tokenized,cleaned_text
1135,Mos Mos Coffee,Bay St,Adi Kuperman,a year ago,3,OK coffee. The cookies were too sweet.,neu,en,"['ok', 'coffee', 'cookies', 'sweet']",ok coffee cookies sweet
1136,Mos Mos Coffee,Bay St,Laurence Perle Barchichat,a year ago,5,"Wow blown away by the deliciousness of the Canadiano coffee.
By far the best coffee in the area",pos,en,"['wow', 'blow', 'away', 'deliciousness', 'canadiano', 'coffee', 'far', 'good', 'coffee', 'area']",wow blow away deliciousness canadiano coffee far good coffee area
1137,Mos Mos Coffee,Bay St,Paulo Valadares,a year ago,5,"This place has become one of my favorite coffee shop. And I don't even like coffee that much.
Friendly staff. Well knowledge. And nice matcha options, though, not all locations have the same menu. My favorite location is in the PATH under the CIBC building.",pos,en,"['place', 'favorite', 'coffee', 'shop', 'like', 'coffee', 'friendly', 'staff', 'knowledge', 'nice', 'matcha', 'option', 'location', 'menu', 'favorite', 'location', 'path', 'cibc', 'building']",place favorite coffee shop like coffee friendly staff knowledge nice matcha option location menu favorite location path cibc building
1138,Mos Mos Coffee,Bay St,Mike Salter,a year ago,4,Excellent coffee and pastries,pos,en,"['excellent', 'coffee', 'pastry']",excellent coffee pastry
1139,Mos Mos Coffee,Bay St,DJ LeGrow,a year ago,5,Best coffee I've ever had in my life. Full stop.,pos,en,"['good', 'coffee', 'life', 'stop']",good coffee life stop
1140,Mos Mos Coffee,Bay St,Dana Ayyash,a year ago,5,"Best mocha latte I’ve had in a while! The cocoa they use is so rich, it makes the mocha taste great.",pos,en,"['good', 'mocha', 'latte', 'cocoa', 'use', 'rich', 'make', 'mocha', 'taste', 'great']",good mocha latte cocoa use rich make mocha taste great
1141,Mos Mos Coffee,Bay St,C,2 years ago,5,"Great coffee, reasonable price, doesn't taste bitter",pos,en,"['great', 'coffee', 'reasonable', 'price', 'taste', 'bitter']",great coffee reasonable price taste bitter
1142,Mos Mos Coffee,Bay St,Alicja Bobrowska,2 years ago,5,"Great products, friendly staff. Wish there was a tip option when paying by card.",pos,en,"['great', 'product', 'friendly', 'staff', 'wish', 'tip', 'option', 'pay', 'card']",great product friendly staff wish tip option pay card
1143,Mos Mos Coffee,Bay St,Trish Hudyma,2 years ago,4,omg they've got the biggest baddest donuts they are delicious i share mine cause it's humongous go there you won't be disappointed,pos,en,"['omg', 'get', 'big', 'baddest', 'donut', 'delicious', 'share', 'cause', 'humongous', 'disappoint']",omg get big baddest donut delicious share cause humongous disappoint
1144,Mos Mos Coffee,Bay St,Evgeni music,2 years ago,5,"(Translated by Google) Beautiful coffee shop.

(Original)
Красивая кофейня.",pos,en,"['translate', 'google', 'beautiful', 'coffee', 'shop', 'original', 'красивая', 'кофеиня']",translate google beautiful coffee shop original красивая кофеиня
1145,Mos Mos Coffee,Bay St,Stella Andreou,2 years ago,5,Bought cookies for my staff and self for Christmas. They were great in accommodating for a food allergy. Everyone loved the cookies. Nicely packed in a great carry container. I tried the nutella milk chocolate drizzle cookie and it was amazing. Would recommend to others.,pos,en,"['buy', 'cookies', 'staff', 'self', 'christmas', 'great', 'accommodate', 'food', 'allergy', 'love', 'cookie', 'nicely', 'pack', 'great', 'carry', 'container', 'try', 'nutella', 'milk', 'chocolate', 'drizzle', 'cookie', 'amazing', 'recommend']",buy cookies staff self christmas great accommodate food allergy love cookie nicely pack great carry container try nutella milk chocolate drizzle cookie amazing recommend
1146,Mos Mos Coffee,Bay St,Laurance Wiese,2 years ago,5,Best coffee in Toronto!!,pos,en,"['good', 'coffee', 'toronto']",good coffee toronto
1147,Mos Mos Coffee,Bay St,Richard F.,2 years ago,5,"Great coffee place offering delectable desserts & cookies too! My wife loves the matcha latte here & cant pass by without grabbing one to go.

Mos Mos is so much better than Starbucks! The service is outstanding as well. We were served by a tall, younger gentleman & he was very friendly, personable & informative. He recommended the salted Caramel Milk cookie & it was awesome! Great recommendation.

The place is very clean, functional & presentation is great too. I’ll be back soon for the Mars bar cookie next! Excellent job Mos Mos! 💯",pos,en,"['great', 'coffee', 'place', 'offer', 'delectable', 'dessert', 'cookies', 'wife', 'love', 'matcha', 'latte', 'can', 'not', 'pass', 'grab', 'mos', 'mos', 'well', 'starbuck', 'service', 'outstanding', 'serve', 'tall', 'young', 'gentleman', 'friendly', 'personable', 'informative', 'recommend', 'salt', 'caramel', 'milk', 'cookie', 'awesome', 'great', 'recommendation', 'place', 'clean', 'functional', 'presentation', 'great', 'soon', 'mar', 'bar', 'cookie', 'excellent', 'job', 'mos', 'mos']",great coffee place offer delectable dessert cookies wife love matcha latte can not pass grab mos mos well starbuck service outstanding serve tall young gentleman friendly personable informative recommend salt caramel milk cookie awesome great recommendation place clean functional presentation great soon mar bar cookie excellent job mos mos
1148,Mos Mos Coffee,Bay St,Jesse Jesso,2 years ago,1,The donuts look very good! I bought 2 and the top didn’t have much flavor and the amount of unflavored dough was not satisfying. I’m glad I didn’t buy a dozen which is what I usually eat. Try it out if you want but I’m going to Tim Hortons which has better donuts than here and that’s not saying much.,neg,en,"['donut', 'look', 'good', 'buy', 'flavor', 'unflavored', 'dough', 'satisfy', 'glad', 'buy', 'dozen', 'usually', 'eat', 'try', 'want', 'go', 'tim', 'horton', 'well', 'donut', 'say']",donut look good buy flavor unflavored dough satisfy glad buy dozen usually eat try want go tim horton well donut say
1149,Mos Mos Coffee,Bay St,Kajal Patel,2 years ago,5,"Thank you to Victor, Cecile, Aehee, Aranza, Jaemin, Jenna, and Helen for always making our drinks with a smile on their faces. I go to this location on a weekly basis from work with a huge order and they are always so patient with me. Their selection of drinks and treats are incredible and everything I’ve tried, I’ve loved. It is truly the highlight of my week!",pos,en,"['thank', 'victor', 'cecile', 'aehee', 'aranza', 'jaemin', 'jenna', 'helen', 'make', 'drink', 'smile', 'face', 'location', 'weekly', 'basis', 'work', 'huge', 'order', 'patient', 'selection', 'drink', 'treat', 'incredible', 'tried', 'love', 'truly', 'highlight', 'week']",thank victor cecile aehee aranza jaemin jenna helen make drink smile face location weekly basis work huge order patient selection drink treat incredible tried love truly highlight week
1150,Mos Mos Coffee,Bay St,Clive Foran,2 years ago,5,Always great service.,pos,en,"['great', 'service']",great service
1151,Mos Mos Coffee,Bay St,Claire Hoon,2 years ago,5,"Easily some of the best chai lattes I've ever had! Lots of cafes with mediocre chai lattes go overboard with the cinnamon or the milk, but the ones here taste very balanced.

I had the cardamom and mango ones and they were both very delicious, with the rich taste of chai permeating the whole drink. I like how there's a complex aftertaste - you can taste the milk, the chai and your flavour of choice.

Note that the sugar level and toppings are adjustable, which is great for a little bit of customization. I personally found half sugar the right amount of sugar.

Also: my pickup order was packed with care and the staff was very friendly. 90% of cafes here don't give me a tray or paper bag unless I ask, but I got both without any prompting. Great service!",pos,en,"['easily', 'good', 'chai', 'latte', 'lot', 'cafe', 'mediocre', 'chai', 'latte', 'overboard', 'cinnamon', 'milk', 'one', 'taste', 'balanced', 'cardamom', 'mango', 'one', 'delicious', 'rich', 'taste', 'chai', 'permeating', 'drink', 'like', 'complex', 'aftertaste', 'taste', 'milk', 'chai', 'flavour', 'choice', 'note', 'sugar', 'level', 'topping', 'adjustable', 'great', 'little', 'bit', 'customization', 'personally', 'find', 'half', 'sugar', 'right', 'sugar', 'pickup', 'order', 'pack', 'care', 'staff', 'friendly', 'cafe', 'tray', 'paper', 'bag', 'ask', 'get', 'prompt', 'great', 'service']",easily good chai latte lot cafe mediocre chai latte overboard cinnamon milk one taste balanced cardamom mango one delicious rich taste chai permeating drink like complex aftertaste taste milk chai flavour choice note sugar level topping adjustable great little bit customization personally find half sugar right sugar pickup order pack care staff friendly cafe tray paper bag ask get prompt great service
1152,Mos Mos Coffee,Bay St,Jessica Z,2 years ago,5,Taro latte is the best!,pos,en,"['taro', 'latte', 'well']",taro latte well
1153,Mos Mos Coffee,Bay St,sana inamdar,2 years ago,5,awesome staff and cannot ignore their awesome beverages and bake goods..😘 …,pos,en,"['awesome', 'staff', 'ignore', 'awesome', 'beverage', 'bake', 'good']",awesome staff ignore awesome beverage bake good
1154,Mos Mos Coffee,Bay St,Shawn Khan,2 years ago,5,"My go to spot when I need to satisfy that sugar craving. The signature lattes are so good it should be criminal. Don't get me started on their baked goods, especially the fitness cookie.",pos,en,"['spot', 'need', 'satisfy', 'sugar', 'craving', 'signature', 'latte', 'good', 'criminal', 'start', 'baked', 'good', 'especially', 'fitness', 'cookie']",spot need satisfy sugar craving signature latte good criminal start baked good especially fitness cookie
1155,Mos Mos Coffee,Bay St,Andrij Matvijchuk,2 years ago,5,"Really great little coffee shop, good coffee and baked goods. Very polite and thoughful service.",pos,en,"['great', 'little', 'coffee', 'shop', 'good', 'coffee', 'bake', 'good', 'polite', 'thoughful', 'service']",great little coffee shop good coffee bake good polite thoughful service
1156,Mos Mos Coffee,Bay St,Shivani Sharma,2 years ago,5,"Tried their rosewater/pistachio doughnut and it was delicious. It was large and fluffy, the rosewater flavour comes through but not overpowering. I couldn't tell the difference if it was vegan. Would recommend!",pos,en,"['try', 'rosewater', 'pistachio', 'doughnut', 'delicious', 'large', 'fluffy', 'rosewater', 'flavour', 'come', 'overpower', 'tell', 'difference', 'vegan', 'recommend']",try rosewater pistachio doughnut delicious large fluffy rosewater flavour come overpower tell difference vegan recommend
1157,Mos Mos Coffee,Bay St,Arjun Rudra,2 years ago,5,"I've ordered from here a few times (uber eats) and the food has been fantastic and fresh everytime.

A little on the pricey side, but worth it.",pos,en,"['order', 'time', 'uber', 'eat', 'food', 'fantastic', 'fresh', 'everytime', 'little', 'pricey', 'worth']",order time uber eat food fantastic fresh everytime little pricey worth
1158,Mos Mos Coffee,Bay St,Dayna N,2 years ago,5,Best Matcha in the city!,pos,en,"['good', 'matcha', 'city']",good matcha city
1159,Mos Mos Coffee,Bay St,John McPherson,2 years ago,5,Love Mos Mos..!,pos,es,"['love', 'mos', 'mos']",love mos mos
1160,Mos Mos Coffee,Bay St,Jeff Balson,2 years ago,5,Excellent coffee. Great service. The tuxedo cookie was excellent. The stylized world map was an excellent conversation starter. The level of service was interesting. A very unique way of ordering,pos,en,"['excellent', 'coffee', 'great', 'service', 'tuxedo', 'cookie', 'excellent', 'stylize', 'world', 'map', 'excellent', 'conversation', 'starter', 'level', 'service', 'interesting', 'unique', 'way', 'order']",excellent coffee great service tuxedo cookie excellent stylize world map excellent conversation starter level service interesting unique way order
1161,Mos Mos Coffee,Bay St,Cherryl Ann Koylass,3 years ago,5,Great little cafe with the best chai lattes I have ever tasted. Try the mango chai latte or the tiramisu chai latte. The red curry lunch special is excellent value and also very tasty!,pos,en,"['great', 'little', 'cafe', 'good', 'chai', 'latte', 'tasted', 'try', 'mango', 'chai', 'latte', 'tiramisu', 'chai', 'latte', 'red', 'curry', 'lunch', 'special', 'excellent', 'value', 'tasty']",great little cafe good chai latte tasted try mango chai latte tiramisu chai latte red curry lunch special excellent value tasty
1162,Mos Mos Coffee,Bay St,Gale S.,3 years ago,5,Ceremonial matcha was so amazing!,pos,en,"['ceremonial', 'matcha', 'amazing']",ceremonial matcha amazing
1163,Mos Mos Coffee,Bay St,Sharon Lam,3 years ago,5,Flavoured chai lattes! Tried the cardamom and it was great. Can be made without sugar. Would love it more if it had an even stronger cardamom flavour. Interesting self specifying ordering setup... it'd slow you down if you wanted customisations. Very curious about the lunch special. Baked goods all looked tasty and inspiring.,pos,en,"['flavour', 'chai', 'latte', 'try', 'cardamom', 'great', 'sugar', 'love', 'strong', 'cardamom', 'flavour', 'interesting', 'self', 'specify', 'ordering', 'setup', 'slow', 'want', 'customisation', 'curious', 'lunch', 'special', 'baked', 'good', 'look', 'tasty', 'inspire']",flavour chai latte try cardamom great sugar love strong cardamom flavour interesting self specify ordering setup slow want customisation curious lunch special baked good look tasty inspire
1164,Mos Mos Coffee,Bay St,Mohamad Hammoud,3 years ago,4,Great coffee.,pos,en,"['great', 'coffee']",great coffee
1165,Mos Mos Coffee,Bay St,Alleya Sairah,3 years ago,5,"My favourite cup of coffee I’ve ever had for a staple, I work right downtown so it’s convient and also you save 0.25 if you bring your own cup! All of their coffee has foamed milk too so it’s like a latte - I’m hooked",pos,en,"['favourite', 'cup', 'coffee', 'staple', 'work', 'right', 'downtown', 'convient', 'save', 'bring', 'cup', 'coffee', 'foam', 'milk', 'like', 'latte', 'hook']",favourite cup coffee staple work right downtown convient save bring cup coffee foam milk like latte hook
1166,Mos Mos Coffee,Bay St,Mandy Kuo,3 years ago,1,"On both December 19 and December 23, the cafe closed earlier than the posted business hours and this is really frustrating when people purposely stop by from the business tower at your store to get coffee and brought no jackets to go outside! Please follow the actual business hours on your website and Google.",neg,en,"['december', 'december', 'cafe', 'close', 'early', 'post', 'business', 'hour', 'frustrating', 'people', 'purposely', 'stop', 'business', 'tower', 'store', 'coffee', 'bring', 'jacket', 'outside', 'follow', 'actual', 'business', 'hour', 'website', 'google']",december december cafe close early post business hour frustrating people purposely stop business tower store coffee bring jacket outside follow actual business hour website google
1167,Mos Mos Coffee,Bay St,Harmony Granger,3 years ago,3,"The coffee isn't something that suites my tastes--if taken black, it is quite strong and bitter, without much acidity. However, the ice lattes and milky drinks tend to be very heavy on the milk, so much so that I cannot taste much of the coffee anymore. The nitro cold brew is not the best I've had either.
Their cookies have a crumbly, shortbread texture, rather than a chewy inside and crispy outside, so it's just a matter of preference.

The store itself is quite clean and bright. The service is okay, although the staff don't really appear to like answering questions if it is busy.  Overall, the coffees and pastries just don't really fit my tastes.",neu,en,"['coffee', 'suite', 'taste', 'take', 'black', 'strong', 'bitter', 'acidity', 'ice', 'latte', 'milky', 'drink', 'tend', 'heavy', 'milk', 'taste', 'coffee', 'anymore', 'nitro', 'cold', 'brew', 'good', 'cookie', 'crumbly', 'shortbread', 'texture', 'chewy', 'inside', 'crispy', 'outside', 'matter', 'preference', 'store', 'clean', 'bright', 'service', 'okay', 'staff', 'appear', 'like', 'answer', 'question', 'busy', 'overall', 'coffee', 'pastry', 'fit', 'taste']",coffee suite taste take black strong bitter acidity ice latte milky drink tend heavy milk taste coffee anymore nitro cold brew good cookie crumbly shortbread texture chewy inside crispy outside matter preference store clean bright service okay staff appear like answer question busy overall coffee pastry fit taste
1168,Mos Mos Coffee,Bay St,jules c,3 years ago,4,"The chocolate latte, pretty sure it's just a hot chocolate, had a dense and thick chocolate taste to it. Not watered down like many other places.",pos,en,"['chocolate', 'latte', 'pretty', 'sure', 'hot', 'chocolate', 'dense', 'thick', 'chocolate', 'taste', 'water', 'like', 'place']",chocolate latte pretty sure hot chocolate dense thick chocolate taste water like place
1169,Mos Mos Coffee,Bay St,Trevor Pedley,3 years ago,5,"Quaint unique concept, using individualized stickers to ensure  your order is accurate; excellent tasting coffees and the like...add to that.. great customer service, and you have a positively definite recommendation!",pos,en,"['quaint', 'unique', 'concept', 'individualized', 'sticker', 'ensure', 'order', 'accurate', 'excellent', 'taste', 'coffee', 'like', 'add', 'great', 'customer', 'service', 'positively', 'definite', 'recommendation']",quaint unique concept individualized sticker ensure order accurate excellent taste coffee like add great customer service positively definite recommendation
1170,Mos Mos Coffee,Bay St,Vik Theeson,3 years ago,5,"Best chai lattes in Toronto, and priced on par with most cafes. I would say though that the baristas significantly vary in artistic skills; some have amazing latte art, and others have none at all.",pos,en,"['good', 'chai', 'latte', 'toronto', 'price', 'par', 'cafe', 'barista', 'significantly', 'vary', 'artistic', 'skill', 'amazing', 'latte', 'art']",good chai latte toronto price par cafe barista significantly vary artistic skill amazing latte art
1171,Mos Mos Coffee,Bay St,AlanaSophia,3 years ago,4,"Good coffee, flawed system, nice atmosphere. Came in for coffee and to study, on first try it was full. On second there was one seat available. Went to order a coffee with milk, ordering system is strange - tries to be trendy but really just unpractical. Ordered coffee with milk, got it with hot steamed milk which is a major plus. Coffee tasted great, strong enough but creamy with the milk. Pastries looked good, but not enough to have to buy one. Seating is decent but no plugs available to charge laptop.",pos,en,"['good', 'coffee', 'flawed', 'system', 'nice', 'atmosphere', 'come', 'coffee', 'study', 'try', 'second', 'seat', 'available', 'go', 'order', 'coffee', 'milk', 'order', 'system', 'strange', 'try', 'trendy', 'unpractical', 'order', 'coffee', 'milk', 'get', 'hot', 'steam', 'milk', 'major', 'plus', 'coffee', 'taste', 'great', 'strong', 'creamy', 'milk', 'pastry', 'look', 'good', 'buy', 'seat', 'decent', 'plug', 'available', 'charge', 'laptop']",good coffee flawed system nice atmosphere come coffee study try second seat available go order coffee milk order system strange try trendy unpractical order coffee milk get hot steam milk major plus coffee taste great strong creamy milk pastry look good buy seat decent plug available charge laptop
1172,Mos Mos Coffee,Bay St,Anita Stavri,3 years ago,5,So happy this place opened here. Such a quality cup of coffee!,pos,en,"['happy', 'place', 'open', 'quality', 'cup', 'coffee']",happy place open quality cup coffee
1173,Mos Mos Coffee,Bay St,Saloua Abdelhadi,3 years ago,5,Great drink options!Definitely a must try!,pos,en,"['great', 'drink', 'option', 'definitely', 'try']",great drink option definitely try
1174,Mos Mos Coffee,Bay St,Michael B,3 years ago,5,Very good coffee! Friendly atmosphere..,pos,en,"['good', 'coffee', 'friendly', 'atmosphere']",good coffee friendly atmosphere
1175,Mos Mos Coffee,Bay St,WN W,3 years ago,5,"One of the best coffee chain in Canada! Love the varieties, love their matcha latte, chai latte and tiramisu latte! Great service and friendly staff!",pos,en,"['good', 'coffee', 'chain', 'canada', 'love', 'variety', 'love', 'matcha', 'latte', 'chai', 'latte', 'tiramisu', 'latte', 'great', 'service', 'friendly', 'staff']",good coffee chain canada love variety love matcha latte chai latte tiramisu latte great service friendly staff
1176,Mos Mos Coffee,Bay St,Marc Roger Labrecque,3 years ago,4,"Inexperienced staff, complicated concept for beverages, really good pastries, with a nice little covert terrasse that is perfect when you are with your dog.  Very good coffies.  We were there sunday morning,  10am, Labor Day week-end.  We were the only customers.",pos,en,"['inexperienced', 'staff', 'complicated', 'concept', 'beverage', 'good', 'pastry', 'nice', 'little', 'covert', 'terrasse', 'perfect', 'dog', 'good', 'coffie', 'sunday', 'morning', 'labor', 'day', 'week', 'end', 'customer']",inexperienced staff complicated concept beverage good pastry nice little covert terrasse perfect dog good coffie sunday morning labor day week end customer
1177,Mos Mos Coffee,Bay St,Jelena Grabeljsek,3 years ago,4,"Interesting (yet initially somewhat confusing) make your own coffee concept. Coffee is excellent, there are many options to choose from and their baked goods look delicious. Staff weren't very friendly and thus the 4 stars.",pos,en,"['interesting', 'initially', 'somewhat', 'confusing', 'coffee', 'concept', 'coffee', 'excellent', 'option', 'choose', 'baked', 'good', 'look', 'delicious', 'staff', 'friendly', 'star']",interesting initially somewhat confusing coffee concept coffee excellent option choose baked good look delicious staff friendly star
1178,Mos Mos Coffee,Bay St,Leslie L,3 years ago,5,"Product/Service: 5/5
This is my favourite cafe. I'm not a fan of strong coffee so the double skinny is my go to. They also have interesting flavours like matcha and taro. They have great and unique selection of drinks and pastries.

Location: 5/5
Very accessible part of downtown.

Price: 4/5
Worth it for distinct taste and quality.

Atmosphere: 4/5
Nothing special but it's clean and bright, which is good enough for me.",pos,en,"['product', 'service', 'favourite', 'cafe', 'fan', 'strong', 'coffee', 'double', 'skinny', 'interesting', 'flavour', 'like', 'matcha', 'taro', 'great', 'unique', 'selection', 'drink', 'pastry', 'location', 'accessible', 'downtown', 'price', 'worth', 'distinct', 'taste', 'quality', 'atmosphere', 'special', 'clean', 'bright', 'good']",product service favourite cafe fan strong coffee double skinny interesting flavour like matcha taro great unique selection drink pastry location accessible downtown price worth distinct taste quality atmosphere special clean bright good
1179,Mos Mos Coffee,Bay St,Taras K,3 years ago,3,"Place is decent but coffee is super weak... super automatic coffee machines spit out this drinks at the press of a button.... so if you’re looking for a craft place like Jimmy’s, this isn’t it. Pastries look good.",neu,en,"['place', 'decent', 'coffee', 'super', 'weak', 'super', 'automatic', 'coffee', 'machine', 'spit', 'drink', 'press', 'button', 'look', 'craft', 'place', 'like', 'jimmy', 'pastry', 'look', 'good']",place decent coffee super weak super automatic coffee machine spit drink press button look craft place like jimmy pastry look good
1180,Mos Mos Coffee,Bay St,Bruce Ryan,3 years ago,5,The coffee was art.,pos,en,"['coffee', 'art']",coffee art
1181,Mos Mos Coffee,Bay St,Patrick Lynch,3 years ago,4,"Interesting place. Global coffees great service, and they even put a design on the coffee foam. They use steamed milk or cream instead of the regular room temperature we are used to. Overall I will go back.",pos,en,"['interesting', 'place', 'global', 'coffee', 'great', 'service', 'design', 'coffee', 'foam', 'use', 'steam', 'milk', 'cream', 'instead', 'regular', 'room', 'temperature', 'overall']",interesting place global coffee great service design coffee foam use steam milk cream instead regular room temperature overall
1182,Mos Mos Coffee,Bay St,냥두부,3 years ago,5,"(Translated by Google) I went on a date here haha There are a lot of Korean staff, friendly, cheap and delicious

(Original)
여기서 데이트했어요 ㅎㅎ 한국인 직원이 많아요 친절하고 저렴하고 맛있어요",pos,en,"['translate', 'google', 'go', 'date', 'haha', 'lot', 'korean', 'staff', 'friendly', 'cheap', 'delicious', 'original', '여기서', '데이트했어요', 'ㅎㅎ', '한국인', '직원이', '많아요', '친절하고', '저렴하고', '맛있어요']",translate google go date haha lot korean staff friendly cheap delicious original 여기서 데이트했어요 ㅎㅎ 한국인 직원이 많아요 친절하고 저렴하고 맛있어요
1183,Mos Mos Coffee,Bay St,Mary Carrino,3 years ago,5,Delicious freshly brewed coffee at a reasonable price with friendly staff. I didn't have a cookie this time but will try the shortbread cookie next time as it looks delicious!,pos,en,"['delicious', 'freshly', 'brew', 'coffee', 'reasonable', 'price', 'friendly', 'staff', 'cookie', 'time', 'try', 'shortbread', 'cookie', 'time', 'look', 'delicious']",delicious freshly brew coffee reasonable price friendly staff cookie time try shortbread cookie time look delicious
1184,Mos Mos Coffee,Bay St,DOUG MCKIBBIN,3 years ago,5,Love it! Very clean wonderful service delicious coffee and other treats!,pos,en,"['love', 'clean', 'wonderful', 'service', 'delicious', 'coffee', 'treat']",love clean wonderful service delicious coffee treat
1185,Mos Mos Coffee,Bay St,Kaps T Dot,3 years ago,4,"A little hidden gem for coffee.  Best concept of selecting your coffee style with cup stickers.  Then they go to the bar and make your coffee.  Touch it off with a spoon of whipped milk and cocoa powder...really good beans, perfect temp and tasty!",pos,en,"['little', 'hidden', 'gem', 'coffee', 'good', 'concept', 'select', 'coffee', 'style', 'cup', 'sticker', 'bar', 'coffee', 'touch', 'spoon', 'whip', 'milk', 'cocoa', 'powder', 'good', 'bean', 'perfect', 'temp', 'tasty']",little hidden gem coffee good concept select coffee style cup sticker bar coffee touch spoon whip milk cocoa powder good bean perfect temp tasty
1186,Mos Mos Coffee,Bay St,Mitchell Outhwaite,3 years ago,5,"Very accommodating and sweet staff. Awesome drinks whether it's coffee or tea. Prices are a little high comparatively, especially because a machine makes it.",pos,en,"['accommodate', 'sweet', 'staff', 'awesome', 'drink', 'coffee', 'tea', 'price', 'little', 'high', 'comparatively', 'especially', 'machine', 'make']",accommodate sweet staff awesome drink coffee tea price little high comparatively especially machine make
1187,Mos Mos Coffee,Bay St,Jost Bergerich,3 years ago,4,"Good Coffee, nice Service, pleasant Atmosphäre, No Starbucks.",pos,en,"['good', 'coffee', 'nice', 'service', 'pleasant', 'atmosphare', 'starbuck']",good coffee nice service pleasant atmosphare starbuck
1188,Mos Mos Coffee,Bay St,Tina Zhang,3 years ago,4,Nice place to grab a coffee.,pos,en,"['nice', 'place', 'grab', 'coffee']",nice place grab coffee
1189,Mos Mos Coffee,Bay St,A O,3 years ago,4,"Clean and simple ambience. I had a regular coffee and liked it. Just tried the matcha cookie and it was okay. Didn't really tasted the matcha but I'm super picky with matcha ( @ogmatcha for my matcha reviews).

I was a bit confused about the line up and ordering process. I think anyone who goes there for the first time will be confused. They should provide better signs and system. So you have to pick a cup size and stick the type of beverage first and then go to the barista.
Very cool concept but most new customers will be lost.
Staff were nice and explained the process. I will go back to try the lattes! This location closes at 6 btw. The cardamom latte is amazing! I tried the turmeric latte and didn't like it  .made.it was made well.. just  not my taste.

New update:
I don't recommend any matcha beverage/product from here. I tried a few times and was disappointed.",pos,en,"['clean', 'simple', 'ambience', 'regular', 'coffee', 'like', 'try', 'matcha', 'cookie', 'okay', 'taste', 'matcha', 'super', 'picky', 'matcha', 'ogmatcha', 'matcha', 'review', 'bit', 'confused', 'line', 'ordering', 'process', 'think', 'go', 'time', 'confuse', 'provide', 'well', 'sign', 'system', 'pick', 'cup', 'size', 'stick', 'type', 'beverage', 'barista', 'cool', 'concept', 'new', 'customer', 'lose', 'staff', 'nice', 'explain', 'process', 'try', 'latte', 'location', 'close', 'btw', 'cardamom', 'latte', 'amazing', 'try', 'turmeric', 'latte', 'like', 'taste', 'new', 'update', 'recommend', 'matcha', 'beverage', 'product', 'try', 'time', 'disappoint']",clean simple ambience regular coffee like try matcha cookie okay taste matcha super picky matcha ogmatcha matcha review bit confused line ordering process think go time confuse provide well sign system pick cup size stick type beverage barista cool concept new customer lose staff nice explain process try latte location close btw cardamom latte amazing try turmeric latte like taste new update recommend matcha beverage product try time disappoint
1190,Mos Mos Coffee,Bay St,Sanhee Han,3 years ago,2,Coffee is super weak and tastes watered down. Thought it was 1 shot of espresso in the latte but was confirmed by the barista that it was actually indeed 2.,neg,en,"['coffee', 'super', 'weak', 'taste', 'water', 'thought', 'shot', 'espresso', 'latte', 'confirm', 'barista', 'actually']",coffee super weak taste water thought shot espresso latte confirm barista actually
1191,Mos Mos Coffee,Bay St,N AlRawahi,3 years ago,5,"My first visit to this cafe.
They have a good number of tea and coffee types. I took the masala chai tea latte. It was really very good. The taste was perfect.
The staff were friendly and professional.
They have good seating area inside. They habe also a variety of biscuits and light snacks.
Recommended.",pos,en,"['visit', 'cafe', 'good', 'number', 'tea', 'coffee', 'type', 'take', 'masala', 'chai', 'tea', 'latte', 'good', 'taste', 'perfect', 'staff', 'friendly', 'professional', 'good', 'seating', 'area', 'inside', 'habe', 'variety', 'biscuit', 'light', 'snack', 'recommend']",visit cafe good number tea coffee type take masala chai tea latte good taste perfect staff friendly professional good seating area inside habe variety biscuit light snack recommend
1192,Mos Mos Coffee,Bay St,Lulu Tai,3 years ago,5,"Love that mos mos opened near me! The cafe is well lit with white walls, offering a cozy space. I was pleasantly surprised by the design on my coffee made by cocoa powder. The staff are very friendly and my coffee and banana bread tasted delicious. I think that this cafe is perfect for coffee chats, work chats, doing work or just chilling. It’s less suitable for chilling and reading a book as they don’t have lounge chairs or couches.",pos,en,"['love', 'mos', 'mos', 'open', 'near', 'cafe', 'light', 'white', 'wall', 'offer', 'cozy', 'space', 'pleasantly', 'surprise', 'design', 'coffee', 'cocoa', 'powder', 'staff', 'friendly', 'coffee', 'banana', 'bread', 'taste', 'delicious', 'think', 'cafe', 'perfect', 'coffee', 'chat', 'work', 'chat', 'work', 'chill', 'suitable', 'chill', 'reading', 'book', 'lounge', 'chair', 'couch']",love mos mos open near cafe light white wall offer cozy space pleasantly surprise design coffee cocoa powder staff friendly coffee banana bread taste delicious think cafe perfect coffee chat work chat work chill suitable chill reading book lounge chair couch
1193,NEO COFFEE BAR,Bay St,roz,20 hours ago,4,Love the vibe here!,pos,en,"['love', 'vibe']",love vibe
1194,NEO COFFEE BAR,Bay St,Menekse D m,a day ago,1,Attention Please!,neg,en,['attention'],attention
1195,NEO COFFEE BAR,Bay St,Harishyam Manohar,a day ago,4,Good place for quick coffee. I wouldn’t say the best coffee I had but the coffee was good. The interior decor of the cafe was nice and pleasing.,pos,en,"['good', 'place', 'quick', 'coffee', 'good', 'coffee', 'coffee', 'good', 'interior', 'decor', 'cafe', 'nice', 'pleasing']",good place quick coffee good coffee coffee good interior decor cafe nice pleasing
